timestamp,run_id,gpu_util_percent,mem_util_percent,mem_used_mb,mem_total_mb,temperature_c,power_w
2026-02-03T22:10:07.516299,test_multiple_configs,0.0,0.0,1152.0,24576.0,23.0,62.65
2026-02-03T22:10:08.061199,test_multiple_configs,89.0,65.0,1162.0,24576.0,27.0,222.84
2026-02-03T22:10:08.605387,test_multiple_configs,0.0,0.0,1162.0,24576.0,24.0,74.81
2026-02-03T22:10:09.136671,test_multiple_configs,82.0,59.0,1162.0,24576.0,25.0,158.17
2026-02-03T22:10:09.667660,test_multiple_configs,0.0,0.0,1162.0,24576.0,25.0,75.05
2026-02-03T22:10:10.214587,test_multiple_configs,24.0,19.0,1162.0,24576.0,26.0,76.56
2026-02-03T22:10:10.759378,test_multiple_configs,0.0,0.0,1162.0,24576.0,25.0,75.66
2026-02-03T22:10:11.299844,test_multiple_configs,49.0,37.0,1162.0,24576.0,26.0,76.13
2026-02-03T22:10:11.835081,test_multiple_configs,43.0,32.0,1162.0,24576.0,28.0,162.5
2026-02-03T22:10:12.364944,test_multiple_configs,0.0,0.0,1162.0,24576.0,26.0,76.47
2026-02-03T22:10:12.906371,test_multiple_configs,91.0,66.0,1162.0,24576.0,27.0,211.68
2026-02-03T22:10:13.448566,test_multiple_configs,0.0,0.0,1162.0,24576.0,26.0,76.47
2026-02-03T22:10:13.992102,test_multiple_configs,77.0,58.0,1162.0,24576.0,27.0,77.09
2026-02-03T22:10:14.543490,test_multiple_configs,14.0,11.0,1162.0,24576.0,29.0,176.84
2026-02-03T22:10:15.086414,test_multiple_configs,0.0,0.0,1162.0,24576.0,27.0,76.91
2026-02-03T22:10:15.629083,test_multiple_configs,71.0,53.0,1162.0,24576.0,29.0,162.95
2026-02-03T22:10:16.172535,test_multiple_configs,0.0,0.0,1162.0,24576.0,27.0,77.24
2026-02-03T22:10:16.714200,test_multiple_configs,45.0,33.0,1162.0,24576.0,28.0,78.26
2026-02-03T22:10:17.255138,test_multiple_configs,15.0,11.0,1162.0,24576.0,29.0,123.81
2026-02-03T22:10:17.790800,test_multiple_configs,8.0,7.0,1162.0,24576.0,28.0,78.13
2026-02-03T22:10:18.339499,test_multiple_configs,42.0,32.0,1162.0,24576.0,31.0,222.23
2026-02-03T22:10:18.883510,test_multiple_configs,15.0,11.0,1162.0,24576.0,28.0,82.13
2026-02-03T22:10:19.424606,test_multiple_configs,0.0,0.0,1162.0,24576.0,28.0,78.99
2026-02-03T22:10:19.968673,test_multiple_configs,15.0,11.0,1162.0,24576.0,30.0,118.4
2026-02-03T22:10:20.511169,test_multiple_configs,13.0,10.0,1162.0,24576.0,30.0,215.07
2026-02-03T22:10:21.040076,test_multiple_configs,32.0,24.0,1162.0,24576.0,29.0,80.0
2026-02-03T22:10:21.582155,test_multiple_configs,59.0,44.0,1162.0,24576.0,29.0,106.11
2026-02-03T22:10:22.127364,test_multiple_configs,0.0,0.0,1162.0,24576.0,30.0,78.75
2026-02-03T22:10:22.669963,test_multiple_configs,59.0,44.0,1162.0,24576.0,30.0,216.27
2026-02-03T22:10:23.203479,test_multiple_configs,40.0,29.0,1162.0,24576.0,31.0,123.81
2026-02-03T22:10:23.739226,test_multiple_configs,20.0,15.0,1162.0,24576.0,30.0,78.92
2026-02-03T22:10:24.281519,test_multiple_configs,21.0,15.0,1164.0,24576.0,31.0,79.82
2026-02-03T22:10:24.827636,test_multiple_configs,0.0,0.0,1164.0,24576.0,29.0,79.0
2026-02-03T22:10:25.368517,test_multiple_configs,28.0,19.0,1164.0,24576.0,31.0,234.63
2026-02-03T22:10:25.914269,test_multiple_configs,62.0,47.0,1164.0,24576.0,32.0,227.56
2026-02-03T22:10:26.457016,test_multiple_configs,77.0,58.0,1164.0,24576.0,32.0,228.38
2026-02-03T22:10:26.990173,test_multiple_configs,15.0,12.0,1164.0,24576.0,34.0,200.89
2026-02-03T22:10:27.535182,test_multiple_configs,9.0,7.0,1164.0,24576.0,33.0,212.2
2026-02-03T22:10:28.074975,test_multiple_configs,23.0,17.0,1164.0,24576.0,33.0,105.63
2026-02-03T22:10:28.610635,test_multiple_configs,26.0,19.0,1164.0,24576.0,31.0,79.83
2026-02-03T22:10:29.155070,test_multiple_configs,0.0,0.0,1164.0,24576.0,31.0,79.77
2026-02-03T22:10:29.691263,test_multiple_configs,0.0,0.0,1164.0,24576.0,31.0,79.76
2026-02-03T22:10:30.236369,test_multiple_configs,0.0,0.0,1164.0,24576.0,31.0,79.6
2026-02-03T22:10:30.782590,test_multiple_configs,30.0,22.0,1164.0,24576.0,33.0,125.56
2026-02-03T22:10:31.327710,test_multiple_configs,0.0,0.0,1164.0,24576.0,31.0,80.05
2026-02-03T22:10:31.856584,test_multiple_configs,79.0,59.0,1164.0,24576.0,32.0,80.13
2026-02-03T22:10:32.398296,test_multiple_configs,91.0,68.0,1164.0,24576.0,32.0,183.96
2026-02-03T22:10:32.945344,test_multiple_configs,36.0,26.0,1164.0,24576.0,35.0,146.17
2026-02-03T22:10:33.487632,test_multiple_configs,0.0,0.0,1164.0,24576.0,32.0,80.39
2026-02-03T22:10:34.021429,test_multiple_configs,50.0,38.0,1164.0,24576.0,32.0,80.97
2026-02-03T22:10:34.570407,test_multiple_configs,85.0,65.0,1164.0,24576.0,34.0,165.53
2026-02-03T22:10:35.111590,test_multiple_configs,45.0,33.0,1164.0,24576.0,33.0,195.83
2026-02-03T22:10:35.655210,test_multiple_configs,64.0,46.0,1164.0,24576.0,33.0,157.94
2026-02-03T22:10:36.202199,test_multiple_configs,25.0,18.0,1164.0,24576.0,35.0,221.14
2026-02-03T22:10:36.739726,test_multiple_configs,15.0,11.0,1164.0,24576.0,34.0,81.17
2026-02-03T22:10:37.277726,test_multiple_configs,12.0,9.0,1164.0,24576.0,34.0,98.23
2026-02-03T22:10:37.809947,test_multiple_configs,36.0,27.0,1164.0,24576.0,34.0,80.79
2026-02-03T22:10:38.336839,test_multiple_configs,74.0,55.0,1164.0,24576.0,34.0,236.5
2026-02-03T22:10:38.867060,test_multiple_configs,30.0,22.0,1164.0,24576.0,35.0,113.7
2026-02-03T22:10:39.414064,test_multiple_configs,0.0,0.0,1164.0,24576.0,33.0,79.8
2026-02-03T22:10:39.942841,test_multiple_configs,9.0,8.0,1164.0,24576.0,34.0,81.21
2026-02-03T22:10:40.470084,test_multiple_configs,56.0,42.0,1164.0,24576.0,35.0,222.13
2026-02-03T22:10:41.012601,test_multiple_configs,30.0,22.0,1164.0,24576.0,35.0,122.01
2026-02-03T22:10:41.561047,test_multiple_configs,0.0,0.0,1164.0,24576.0,35.0,80.87
2026-02-03T22:10:42.102415,test_multiple_configs,89.0,66.0,1164.0,24576.0,34.0,81.25
2026-02-03T22:10:42.647749,test_multiple_configs,43.0,32.0,1164.0,24576.0,36.0,223.59
2026-02-03T22:10:43.194608,test_multiple_configs,30.0,22.0,1164.0,24576.0,36.0,170.83
2026-02-03T22:10:43.735611,test_multiple_configs,13.0,11.0,1164.0,24576.0,34.0,81.41
2026-02-03T22:10:44.282916,test_multiple_configs,57.0,44.0,1164.0,24576.0,37.0,81.67
2026-02-03T22:10:44.827158,test_multiple_configs,0.0,0.0,1164.0,24576.0,34.0,81.19
2026-02-03T22:10:45.360309,test_multiple_configs,23.0,19.0,1164.0,24576.0,35.0,80.22
2026-02-03T22:10:45.901050,test_multiple_configs,15.0,11.0,1164.0,24576.0,38.0,176.38
2026-02-03T22:10:46.429667,test_multiple_configs,77.0,58.0,1164.0,24576.0,36.0,80.89
2026-02-03T22:10:46.976520,test_multiple_configs,35.0,26.0,1164.0,24576.0,38.0,158.27
2026-02-03T22:10:47.521956,test_multiple_configs,46.0,34.0,1164.0,24576.0,36.0,80.77
2026-02-03T22:10:48.065862,test_multiple_configs,0.0,0.0,1164.0,24576.0,35.0,81.21
2026-02-03T22:10:48.610876,test_multiple_configs,43.0,32.0,1164.0,24576.0,36.0,170.1
2026-02-03T22:10:49.156336,test_multiple_configs,0.0,0.0,1164.0,24576.0,35.0,81.08
2026-02-03T22:10:49.702000,test_multiple_configs,89.0,66.0,1164.0,24576.0,36.0,217.65
2026-02-03T22:10:50.249742,test_multiple_configs,15.0,11.0,1164.0,24576.0,38.0,172.36
2026-02-03T22:10:50.778143,test_multiple_configs,14.0,11.0,1164.0,24576.0,36.0,81.51
2026-02-03T22:10:51.305604,test_multiple_configs,68.0,52.0,1164.0,24576.0,36.0,81.31
2026-02-03T22:10:51.847952,test_multiple_configs,72.0,54.0,1164.0,24576.0,38.0,220.22
2026-02-03T22:10:52.393983,test_multiple_configs,30.0,22.0,1164.0,24576.0,37.0,126.96
2026-02-03T22:10:52.936961,test_multiple_configs,0.0,0.0,1164.0,24576.0,37.0,81.53
2026-02-03T22:10:53.479002,test_multiple_configs,53.0,41.0,1164.0,24576.0,36.0,82.3
2026-02-03T22:10:54.021971,test_multiple_configs,0.0,0.0,1164.0,24576.0,36.0,81.51
2026-02-03T22:10:54.561744,test_multiple_configs,82.0,62.0,1164.0,24576.0,37.0,82.56
2026-02-03T22:10:55.089654,test_multiple_configs,86.0,64.0,1164.0,24576.0,37.0,174.51
2026-02-03T22:10:55.633107,test_multiple_configs,0.0,0.0,1164.0,24576.0,36.0,81.66
2026-02-03T22:10:56.174442,test_multiple_configs,19.0,12.0,1164.0,24576.0,39.0,226.38
2026-02-03T22:10:56.719874,test_multiple_configs,1.0,0.0,1164.0,24576.0,39.0,181.26
2026-02-03T22:10:57.252518,test_multiple_configs,15.0,11.0,1164.0,24576.0,37.0,81.84
2026-02-03T22:10:57.784709,test_multiple_configs,55.0,43.0,1164.0,24576.0,37.0,125.91
2026-02-03T22:10:58.325891,test_multiple_configs,92.0,67.0,1164.0,24576.0,37.0,158.62
2026-02-03T22:10:58.858510,test_multiple_configs,37.0,27.0,1164.0,24576.0,40.0,158.24
2026-02-03T22:10:59.407057,test_multiple_configs,1.0,1.0,1164.0,24576.0,37.0,81.74
2026-02-03T22:10:59.947628,test_multiple_configs,64.0,48.0,1164.0,24576.0,38.0,82.93
2026-02-03T22:11:00.493334,test_multiple_configs,30.0,22.0,1164.0,24576.0,40.0,233.62
2026-02-03T22:11:01.023660,test_multiple_configs,0.0,0.0,1164.0,24576.0,37.0,81.49
2026-02-03T22:11:01.552164,test_multiple_configs,22.0,17.0,1164.0,24576.0,38.0,98.92
2026-02-03T22:11:02.080917,test_multiple_configs,90.0,66.0,1164.0,24576.0,38.0,237.01
2026-02-03T22:11:02.625311,test_multiple_configs,50.0,36.0,1164.0,24576.0,40.0,198.16
2026-02-03T22:11:03.167086,test_multiple_configs,15.0,11.0,1164.0,24576.0,38.0,81.7
2026-02-03T22:11:03.708703,test_multiple_configs,82.0,62.0,1164.0,24576.0,39.0,133.77
2026-02-03T22:11:04.255148,test_multiple_configs,22.0,16.0,1164.0,24576.0,40.0,114.35
2026-02-03T22:11:04.799535,test_multiple_configs,18.0,12.0,1164.0,24576.0,40.0,231.98
2026-02-03T22:11:05.339434,test_multiple_configs,65.0,49.0,1164.0,24576.0,38.0,82.28
2026-02-03T22:11:05.883581,test_multiple_configs,36.0,28.0,1164.0,24576.0,41.0,160.61
2026-02-03T22:11:06.431263,test_multiple_configs,77.0,57.0,1164.0,24576.0,40.0,198.83
2026-02-03T22:11:06.973983,test_multiple_configs,17.0,13.0,1164.0,24576.0,38.0,81.8
2026-02-03T22:11:07.516487,test_multiple_configs,0.0,0.0,1164.0,24576.0,38.0,82.04
2026-02-03T22:11:08.046171,test_multiple_configs,0.0,0.0,1164.0,24576.0,38.0,81.45
2026-02-03T22:11:08.574915,test_multiple_configs,0.0,0.0,1164.0,24576.0,39.0,127.62
2026-02-03T22:11:09.115755,test_multiple_configs,3.0,2.0,1164.0,24576.0,38.0,81.65
2026-02-03T22:11:09.658183,test_multiple_configs,37.0,29.0,1164.0,24576.0,39.0,82.91
2026-02-03T22:11:10.203361,test_multiple_configs,30.0,22.0,1164.0,24576.0,41.0,127.24
2026-02-03T22:11:10.746196,test_multiple_configs,24.0,17.0,1164.0,24576.0,39.0,127.66
2026-02-03T22:11:11.286723,test_multiple_configs,1.0,0.0,1164.0,24576.0,39.0,82.65
2026-02-03T22:11:11.820734,test_multiple_configs,20.0,13.0,1164.0,24576.0,41.0,234.29
2026-02-03T22:11:12.364334,test_multiple_configs,19.0,14.0,1164.0,24576.0,39.0,81.92
2026-02-03T22:11:12.906977,test_multiple_configs,30.0,22.0,1164.0,24576.0,40.0,164.49
2026-02-03T22:11:13.448604,test_multiple_configs,27.0,20.0,1164.0,24576.0,40.0,161.52
2026-02-03T22:11:13.989426,test_multiple_configs,0.0,0.0,1164.0,24576.0,42.0,129.3
2026-02-03T22:11:14.519145,test_multiple_configs,0.0,0.0,1164.0,24576.0,39.0,82.42
2026-02-03T22:11:15.061645,test_multiple_configs,81.0,61.0,1164.0,24576.0,40.0,146.84
2026-02-03T22:11:15.617189,test_multiple_configs,0.0,0.0,1164.0,24576.0,41.0,105.81
2026-02-03T22:11:16.159594,test_multiple_configs,0.0,0.0,1164.0,24576.0,39.0,82.12
2026-02-03T22:11:16.689500,test_multiple_configs,41.0,33.0,1164.0,24576.0,40.0,92.4
2026-02-03T22:11:17.234462,test_multiple_configs,0.0,0.0,1164.0,24576.0,42.0,144.75
2026-02-03T22:11:17.774125,test_multiple_configs,0.0,0.0,1164.0,24576.0,39.0,82.26
2026-02-03T22:11:18.319279,test_multiple_configs,16.0,12.0,1164.0,24576.0,40.0,83.35
2026-02-03T22:11:18.862383,test_multiple_configs,41.0,30.0,1164.0,24576.0,42.0,210.69
2026-02-03T22:11:19.411187,test_multiple_configs,14.0,10.0,1164.0,24576.0,43.0,219.4
2026-02-03T22:11:19.940146,test_multiple_configs,0.0,0.0,1164.0,24576.0,40.0,82.25
2026-02-03T22:11:20.469698,test_multiple_configs,93.0,69.0,1164.0,24576.0,40.0,83.07
2026-02-03T22:11:21.012813,test_multiple_configs,68.0,50.0,1164.0,24576.0,42.0,222.61
2026-02-03T22:11:21.548028,test_multiple_configs,33.0,23.0,1164.0,24576.0,43.0,152.2
2026-02-03T22:11:22.092327,test_multiple_configs,0.0,0.0,1164.0,24576.0,40.0,82.34
2026-02-03T22:11:22.635804,test_multiple_configs,26.0,20.0,1164.0,24576.0,40.0,82.89
2026-02-03T22:11:23.179224,test_multiple_configs,26.0,20.0,1164.0,24576.0,40.0,82.11
2026-02-03T22:11:23.727223,test_multiple_configs,18.0,12.0,1164.0,24576.0,42.0,104.97
2026-02-03T22:11:24.271347,test_multiple_configs,27.0,19.0,1164.0,24576.0,43.0,238.09
2026-02-03T22:11:24.798053,test_multiple_configs,70.0,53.0,1164.0,24576.0,41.0,83.36
2026-02-03T22:11:25.341510,test_multiple_configs,51.0,38.0,1164.0,24576.0,42.0,207.85
2026-02-03T22:11:25.886824,test_multiple_configs,0.0,0.0,1164.0,24576.0,41.0,82.8
2026-02-03T22:11:26.416821,test_multiple_configs,44.0,33.0,1164.0,24576.0,41.0,122.66
2026-02-03T22:11:26.963269,test_multiple_configs,0.0,0.0,1164.0,24576.0,41.0,82.53
2026-02-03T22:11:27.492315,test_multiple_configs,65.0,47.0,1164.0,24576.0,41.0,237.21
2026-02-03T22:11:28.033060,test_multiple_configs,18.0,11.0,1164.0,24576.0,44.0,210.72
2026-02-03T22:11:28.576618,test_multiple_configs,0.0,0.0,1164.0,24576.0,42.0,82.88
2026-02-03T22:11:29.120294,test_multiple_configs,49.0,36.0,1164.0,24576.0,41.0,83.04
2026-02-03T22:11:29.650182,test_multiple_configs,84.0,64.0,1164.0,24576.0,42.0,167.57
2026-02-03T22:11:30.194822,test_multiple_configs,41.0,30.0,1164.0,24576.0,44.0,129.38
2026-02-03T22:11:30.728971,test_multiple_configs,0.0,0.0,1164.0,24576.0,42.0,82.94
2026-02-03T22:11:31.276534,test_multiple_configs,0.0,0.0,1164.0,24576.0,44.0,192.85
2026-02-03T22:11:31.819346,test_multiple_configs,0.0,0.0,1164.0,24576.0,41.0,82.92
2026-02-03T22:11:32.357682,test_multiple_configs,13.0,11.0,1164.0,24576.0,41.0,83.25
2026-02-03T22:11:32.887358,test_multiple_configs,75.0,55.0,1164.0,24576.0,42.0,201.7
2026-02-03T22:11:33.442123,test_multiple_configs,18.0,11.0,1164.0,24576.0,44.0,237.01
2026-02-03T22:11:33.983727,test_multiple_configs,0.0,0.0,1164.0,24576.0,41.0,83.15
2026-02-03T22:11:34.523621,test_multiple_configs,57.0,42.0,1164.0,24576.0,42.0,128.03
2026-02-03T22:11:35.054839,test_multiple_configs,78.0,56.0,1164.0,24576.0,43.0,195.9
2026-02-03T22:11:35.602781,test_multiple_configs,0.0,0.0,1164.0,24576.0,43.0,83.18
2026-02-03T22:11:36.131663,test_multiple_configs,50.0,38.0,1164.0,24576.0,42.0,83.84
2026-02-03T22:11:36.673916,test_multiple_configs,74.0,55.0,1164.0,24576.0,42.0,83.57
2026-02-03T22:11:37.220158,test_multiple_configs,57.0,42.0,1164.0,24576.0,44.0,172.13
2026-02-03T22:11:37.764954,test_multiple_configs,30.0,22.0,1164.0,24576.0,44.0,145.03
2026-02-03T22:11:38.308877,test_multiple_configs,0.0,0.0,1164.0,24576.0,42.0,129.24
2026-02-03T22:11:38.852139,test_multiple_configs,49.0,37.0,1164.0,24576.0,42.0,83.37
2026-02-03T22:11:39.394820,test_multiple_configs,77.0,55.0,1164.0,24576.0,45.0,199.44
2026-02-03T22:11:39.939168,test_multiple_configs,15.0,11.0,1164.0,24576.0,44.0,83.53
2026-02-03T22:11:40.468557,test_multiple_configs,15.0,11.0,1164.0,24576.0,42.0,83.31
2026-02-03T22:11:41.012558,test_multiple_configs,24.0,19.0,1164.0,24576.0,44.0,84.44
2026-02-03T22:11:41.541684,test_multiple_configs,17.0,12.0,1164.0,24576.0,42.0,83.83
2026-02-03T22:11:42.085553,test_multiple_configs,62.0,48.0,1164.0,24576.0,42.0,83.17
2026-02-03T22:11:42.633179,test_multiple_configs,50.0,38.0,1164.0,24576.0,45.0,207.58
2026-02-03T22:11:43.176132,test_multiple_configs,60.0,45.0,1164.0,24576.0,43.0,86.69
2026-02-03T22:11:43.720335,test_multiple_configs,45.0,35.0,1164.0,24576.0,44.0,108.72
2026-02-03T22:11:44.263102,test_multiple_configs,51.0,38.0,1164.0,24576.0,43.0,156.21
2026-02-03T22:11:44.805116,test_multiple_configs,0.0,0.0,1164.0,24576.0,42.0,83.85
2026-02-03T22:11:45.348086,test_multiple_configs,16.0,10.0,1164.0,24576.0,43.0,207.82
2026-02-03T22:11:45.880574,test_multiple_configs,0.0,0.0,1164.0,24576.0,42.0,83.67
2026-02-03T22:11:46.422626,test_multiple_configs,57.0,43.0,1164.0,24576.0,43.0,160.71
2026-02-03T22:11:46.963323,test_multiple_configs,0.0,0.0,1164.0,24576.0,42.0,83.82
2026-02-03T22:11:47.494556,test_multiple_configs,2.0,2.0,1164.0,24576.0,42.0,83.57
2026-02-03T22:11:48.024757,test_multiple_configs,0.0,0.0,1164.0,24576.0,43.0,84.15
2026-02-03T22:11:48.569324,test_multiple_configs,39.0,29.0,1164.0,24576.0,43.0,83.7
2026-02-03T22:11:49.113920,test_multiple_configs,22.0,19.0,1164.0,24576.0,43.0,83.82
2026-02-03T22:11:49.655606,test_multiple_configs,0.0,0.0,1164.0,24576.0,43.0,83.61
2026-02-03T22:11:50.204415,test_multiple_configs,0.0,0.0,1164.0,24576.0,43.0,90.46
2026-02-03T22:11:50.747907,test_multiple_configs,13.0,10.0,1164.0,24576.0,43.0,84.2
2026-02-03T22:11:51.291690,test_multiple_configs,2.0,0.0,274.0,24576.0,42.0,83.58
2026-02-03T22:11:51.838111,test_multiple_configs,0.0,0.0,274.0,24576.0,41.0,58.9
2026-02-03T22:11:52.384044,test_multiple_configs,0.0,0.0,274.0,24576.0,41.0,58.35
2026-02-03T22:11:52.928622,test_multiple_configs,0.0,0.0,274.0,24576.0,41.0,58.7
2026-02-03T22:11:53.472581,test_multiple_configs,0.0,0.0,274.0,24576.0,41.0,58.49
2026-02-03T22:11:54.016221,test_multiple_configs,0.0,0.0,274.0,24576.0,41.0,58.45
2026-02-03T22:11:54.563112,test_multiple_configs,0.0,0.0,274.0,24576.0,40.0,58.68
2026-02-03T22:11:55.106995,test_multiple_configs,0.0,0.0,274.0,24576.0,40.0,58.3
2026-02-03T22:11:55.653194,test_multiple_configs,0.0,0.0,274.0,24576.0,40.0,58.01
2026-02-03T22:11:56.197513,test_multiple_configs,0.0,0.0,274.0,24576.0,40.0,58.48
2026-02-03T22:11:56.743718,test_multiple_configs,0.0,0.0,274.0,24576.0,40.0,57.78
2026-02-03T22:11:57.287572,test_multiple_configs,0.0,0.0,274.0,24576.0,40.0,57.72
2026-02-03T22:11:57.831930,test_multiple_configs,0.0,0.0,274.0,24576.0,40.0,57.68
2026-02-03T22:11:58.376454,test_multiple_configs,0.0,0.0,274.0,24576.0,40.0,58.05
2026-02-03T22:11:58.920667,test_multiple_configs,0.0,0.0,274.0,24576.0,40.0,57.63
2026-02-03T22:11:59.466773,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.76
2026-02-03T22:12:00.012320,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.63
2026-02-03T22:12:00.554232,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.63
2026-02-03T22:12:01.102670,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.64
2026-02-03T22:12:01.646300,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.59
2026-02-03T22:12:02.191345,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.59
2026-02-03T22:12:02.734923,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.34
2026-02-03T22:12:03.280010,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.7
2026-02-03T22:12:03.821748,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.45
2026-02-03T22:12:04.367766,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.16
2026-02-03T22:12:04.911563,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.15
2026-02-03T22:12:05.457158,test_multiple_configs,0.0,0.0,274.0,24576.0,39.0,57.08
2026-02-03T22:12:05.998009,test_multiple_configs,0.0,0.0,274.0,24576.0,38.0,57.18
2026-02-03T22:12:06.540644,test_multiple_configs,0.0,0.0,274.0,24576.0,38.0,56.84
2026-02-03T22:12:07.082948,test_multiple_configs,0.0,0.0,274.0,24576.0,38.0,56.89
2026-02-03T22:12:07.634866,test_multiple_configs,0.0,0.0,274.0,24576.0,37.0,4.14
2026-02-03T22:12:08.186386,test_multiple_configs,0.0,0.0,274.0,24576.0,37.0,4.06
2026-02-03T22:12:08.739335,test_multiple_configs,0.0,0.0,274.0,24576.0,37.0,4.16
2026-02-03T22:12:09.304529,test_multiple_configs,0.0,0.0,274.0,24576.0,36.0,4.22
2026-02-03T22:12:09.856555,test_multiple_configs,0.0,0.0,274.0,24576.0,36.0,11.45
2026-02-03T22:12:10.414214,test_multiple_configs,0.0,0.0,274.0,24576.0,36.0,4.26
2026-02-03T22:12:10.968908,test_multiple_configs,0.0,0.0,274.0,24576.0,36.0,4.06
2026-02-03T22:12:11.523322,test_multiple_configs,0.0,0.0,274.0,24576.0,36.0,3.9
2026-02-03T22:12:12.075294,test_multiple_configs,0.0,0.0,274.0,24576.0,36.0,4.51
2026-02-03T22:12:12.632671,test_multiple_configs,0.0,0.0,274.0,24576.0,35.0,4.32
2026-02-03T22:12:13.187079,test_multiple_configs,0.0,0.0,274.0,24576.0,35.0,4.61
2026-02-03T22:12:13.745408,test_multiple_configs,0.0,0.0,274.0,24576.0,35.0,3.8
2026-02-03T22:12:14.299567,test_multiple_configs,0.0,0.0,274.0,24576.0,35.0,3.98
2026-02-03T22:12:14.854823,test_multiple_configs,0.0,0.0,274.0,24576.0,35.0,4.77
2026-02-03T22:12:15.409664,test_multiple_configs,0.0,0.0,274.0,24576.0,35.0,4.07
2026-02-03T22:12:15.964428,test_multiple_configs,0.0,0.0,274.0,24576.0,35.0,3.87
2026-02-03T22:12:16.520681,test_multiple_configs,0.0,0.0,274.0,24576.0,34.0,3.96
2026-02-03T22:12:17.063780,test_multiple_configs,0.0,0.0,278.0,24576.0,35.0,43.09
2026-02-03T22:12:17.610001,test_multiple_configs,0.0,0.0,278.0,24576.0,35.0,55.45
2026-02-03T22:12:18.157654,test_multiple_configs,0.0,0.0,572.0,24576.0,36.0,55.46
